town,category,subcategory,amount,pdf_url,pdf_page,notes
Stoneham,Public Safety,212 Dispatch - Office Supplies,450,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,212 Dispatch - Uniform & Clothing Expense,4000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,212 Dispatch - In State Travel,300,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,212 Dispatch - Dues & Subscriptions,400,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,212 Dispatch - Portable Radios,12000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,212 Dispatch - Total Expenses,38850,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,212 Dispatch - TOTAL,566710,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Full-Time Salaries,4205077,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Overtime,540000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Mutual Aid Callback,20000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Total Salaries,4765077,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Electric,16500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Gas,14000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Repair,91000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Public Safety Services,30000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Organizational Development,16000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Office Supplies,3500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Maintenance Supplies,5000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Custodial Supplies,5000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Vehicle Supplies,75000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Public Safety,33500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Uniform & Clothing,10000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Safety Equipment,22100,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - FD Turnout Gear,37500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Dues & Subscriptions,10000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - Total Expenses,369100,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,220 Fire - TOTAL,5134177,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Full-Time Salaries,173902,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Part-Time Salaries,83217,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Car Allowance,8650,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Total Salaries,265769,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Education & Training,4500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Public Safety Services,6500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Office Supplies,2250,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - In State Travel,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Dues & Subscriptions,37250,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - Total Expenses,51000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,241 Building Inspection - TOTAL,316769,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,291 Emergency Management - Part-Time Salaries,2500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,291 Emergency Management - Total Salaries,2500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,291 Emergency Management - Emergency Preparedness Supplies,3500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,291 Emergency Management - Total Expenses,3500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,291 Emergency Management - TOTAL,6000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,
Stoneham,Public Safety,TOTAL PUBLIC SAFETY,12012735,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,5,Sum of 210+211+212+220+241+291
Stoneham,Education,300 Public Schools - Total Budget,37049872,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Education,397 Essex North Shore Agricultural,145383,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Education,398 Minuteman Regional,37434,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Education,399 Northeast Vocational,1832936,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Education,Total Regional Vocational School,2015754,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Education,TOTAL SCHOOLS,39065626,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Full-Time Salaries,854134,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Part-Time Salaries,26500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Overtime,45000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Total Salaries,925634,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Electric,14700,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Gas,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Heating Oil,4000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Repairs & Maintenance,130000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Rentals & Leases,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Public Safety Services,10000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Other Communications,2000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Other Purchased Services,55000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Office Supplies,1600,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Custodial Supplies,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Groundskeeping Supplies,19000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - PW General Supplies,45000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - PW Signs,8000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - MS4 Drainage,55000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Uniform & Clothing Expenses,20000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - In State Travel,1750,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Dues & Subscriptions,1130,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - Total Expenses,369680,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,400 DPW Admin - TOTAL,1295314,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Repairs & Maintenance,10000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Snow Removal Contracts,215000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Public Safety Services,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Other Purchased Services,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Groundskeeping Supplies,2000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Vehicular Supplies,12000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Food Service Supplies,1500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Snow & Ice Supplies,75000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - Total Expenses,317500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,423 DPW Snow & Ice - TOTAL,317500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,424 DPW Street Lighting - Electricity,65000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,424 DPW Street Lighting - Underground Street,18000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,424 DPW Street Lighting - TOTAL,83000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,433 DPW Refuse - Overtime,20000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,433 DPW Refuse - Total Salaries,20000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,433 DPW Refuse - Other Purchased Services,115133,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,433 DPW Refuse - PW General Supplies,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,433 DPW Refuse - Total Expenses,115633,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,433 DPW Refuse - TOTAL,135633,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,490 DPW Motor Vehicle - Electricity,15000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,490 DPW Motor Vehicle - Gas,12000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,490 DPW Motor Vehicle - Repairs & Maintenance,58000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,490 DPW Motor Vehicle - Custodial Supplies,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,490 DPW Motor Vehicle - Vehicular Supplies,100000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,490 DPW Motor Vehicle - Vehicular Gasoline,120000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,490 DPW Motor Vehicle - TOTAL,305500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Full-Time Salaries,295753,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Part-Time Salaries,15000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Overtime,10000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Total Salaries,320753,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Electric,670,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Heating Oil,1800,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Repairs & Maintenance,400,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Printing Services,50,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Other Purchased Services,57000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Office Supplies,100,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Custodial Supplies,50,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Groundskeeping Supplies,2250,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Food Service Supplies,200,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - PW General Supplies,5000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - Total Expenses,67520,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,491 DPW Cemetery - TOTAL,388273,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,Total Budget - DPW General Fund,2525220,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,6,
Stoneham,Public Works,TOTAL PUBLIC WORKS (incl Enterprise),16266517,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,Includes Water & Sewer enterprise funds
Stoneham,Enterprise,Sewer Enterprise - Full-Time Salaries,423579,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Part-Time Salaries,23000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Overtime,30000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Total Salaries,476579,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Electric,34000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Gas,2000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Heating,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Repairs & Maintenance,60000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Office Supplies,300,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Maintenance Supplies,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Custodial Supplies,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Vehicle Supplies,4000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Gasoline,9500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Sewer Supplies,25000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Borrowing Costs,10000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Uniform & Protective Clothing,5000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - MWRA Assessment,6154248,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - MWRA Sewer Debt Service (P&I),320058,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Expenses Subtotal,6626106,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Sewer Reserve Fund,25000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Indirect Costs,651936,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - Subtotal Expenses,7303042,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Sewer Enterprise - TOTAL,7779621,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Full-Time Salaries,372551,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Part-Time Salaries,23000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Overtime,50000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Total Salaries,445551,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Electricity,1500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Gas,7000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Water Expense,45000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Repairs & Maintenance,45000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Rentals & Leases,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Public Safety Services,4000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Postage,100,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Other Communication,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Other Purchased Services,210000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Office Supplies,2000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Maintenance Supplies,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Custodial Supplies,400,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Vehicle Supplies,12000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Gasoline,20000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Food Service,5000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Water Supplies,90000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Uniforms,7500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - MWRA Assessment,4019561,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - DEP Assessment,10000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - MWRA Water Debt Service (P&I),405933,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
